,measure,descr,param,mean,sd,25%,75%,2.50%,97.50%,Rhat,geno,trt,Pr
b[5],uWUEi,(trt)30,beta,-0.109712789,0.04425863,-0.13861127,-0.080180491,-0.198611327,-0.022686586,1.00008103,none,none,1
b[6],uWUEi,(geno)2,beta,0.075724507,0.040558475,0.048977505,0.102428212,-0.004339247,0.155936512,1.000581394,none,none,0.97
b[7],uWUEi,(geno)5,beta,0.140430887,0.038791133,0.114726934,0.165911461,0.064030826,0.216138597,1.000138906,none,none,1
b[8],uWUEi,(trt)15:(geno)2,beta,0.05160093,0.055339475,0.014793126,0.088203554,-0.056092142,0.160410279,1.000417253,none,none,0.74
b[9],uWUEi,(trt)20:(geno)2,beta,0.123590693,0.056803177,0.084979694,0.161432348,0.011601751,0.234880868,1.000737287,none,none,1
b[10],uWUEi,(trt)25:(geno)2,beta,0.084618433,0.057301997,0.046442812,0.122938153,-0.028687783,0.19682549,1.000597791,none,none,0.87
b[11],uWUEi,(trt)30:(geno)2,beta,0.097943828,0.058696015,0.058543727,0.137784061,-0.017179049,0.212363007,1.000177028,none,none,0.93
b[12],uWUEi,(trt)15:(geno)5,beta,0.002483962,0.054066866,-0.033704402,0.038546443,-0.100641273,0.108804706,1.000125503,none,none,0.52
b[13],uWUEi,(trt)20:(geno)5,beta,-0.004042584,0.05629129,-0.041519971,0.033368432,-0.114839409,0.107202599,1.000305044,none,none,0.52
b[14],uWUEi,(trt)25:(geno)5,beta,0.020416335,0.05557059,-0.015974924,0.056983706,-0.089358499,0.132096183,1.000020166,none,none,0.6
b[15],uWUEi,(trt)30:(geno)5,beta,0.03561906,0.0581171,-0.003804026,0.074409807,-0.079405529,0.151054861,0.999962597,none,none,0.66
G_E[1],uWUEi,no_descr,G11[R]-G2[R],-33.27371306,6.610455934,-37.66443963,-28.91750998,-46.28123252,-20.15590986,1.000126297,none,none,1
G_E[2],uWUEi,no_descr,G11[R]-G5,-22.04212029,6.569636006,-26.41872725,-17.66904578,-34.97646165,-9.046769086,1.000126734,none,none,1
G_E[3],uWUEi,no_descr,G2[R]-G5,11.23159276,6.510002647,6.769005662,15.67971065,-1.413443465,23.85181136,1.000083768,none,none,0.94
T_E[1],uWUEi,no_descr,trt_effect,-0.03425335,0.033027444,-0.056473398,-0.01246235,-0.098023767,0.031932666,1.000683698,none,none,0.75
I_E[1],uWUEi,no_descr,int_effect,0.051528832,0.039068473,0.02544141,0.077772474,-0.025717219,0.128696476,1.000580123,none,none,0.83
Y[1],uWUEi,no_descr,posterior value,156.1857478,4.59775679,153.1134217,159.2430178,147.0668466,165.1390446,1.000658686,G11,10,1
Y[2],uWUEi,no_descr,posterior value,162.4494828,4.64196382,159.3392527,165.5678736,153.2295732,171.4448282,0.999932277,G11,15,1
Y[3],uWUEi,no_descr,posterior value,150.9935565,4.683834869,147.9111687,154.1034776,141.6837853,160.1534805,1.000063967,G11,20,1
Y[4],uWUEi,no_descr,posterior value,151.1536691,4.651608552,148.0479941,154.3335363,141.7064035,159.975218,0.999889774,G11,25,1
Y[5],uWUEi,no_descr,posterior value,139.9725767,4.625148295,136.9646876,143.0196682,130.7452369,149.0672859,0.999942754,G11,Sat'd,1
Y[6],uWUEi,no_descr,posterior value,168.4636717,4.66336685,165.406354,171.5939062,159.2342263,177.6350858,0.999963721,G2,10,1
Y[7],uWUEi,no_descr,posterior value,184.4894903,4.584201622,181.4404946,187.4965626,175.3009485,193.4546136,0.999976645,G2,15,1
Y[8],uWUEi,no_descr,posterior value,184.2672695,4.635086117,181.255376,187.3905172,174.9094982,193.2394378,0.999955457,G2,20,1
Y[9],uWUEi,no_descr,posterior value,177.4183425,4.659576553,174.2584825,180.5956785,168.2678292,186.4724634,1.000043133,G2,25,1
Y[10],uWUEi,no_descr,posterior value,166.4927336,4.613058726,163.4101292,169.5266791,157.4852296,175.4650039,1.000188769,G2,Sat'd,1
Y[11],uWUEi,no_descr,posterior value,179.7151577,4.617199392,176.6313891,182.779184,170.6650876,188.7590083,1.00003834,G5,10,1
Y[12],uWUEi,no_descr,posterior value,187.3878955,4.64891973,184.237751,190.4669134,178.3589631,196.4987732,0.999874459,G5,15,1
Y[13],uWUEi,no_descr,posterior value,173.0356767,4.604054702,169.9356018,176.1114676,163.9309866,182.0619729,1.000070489,G5,20,1
Y[14],uWUEi,no_descr,posterior value,177.5069358,4.626587913,174.3913352,180.6493338,168.4079248,186.4996417,0.999956763,G5,25,1
Y[15],uWUEi,no_descr,posterior value,166.8908573,4.661500366,163.7743512,170.0572612,157.7623285,175.9273627,0.999970129,G5,Sat'd,1
b[1],max_Anet,(Intercept),beta,2.686792571,0.110407859,2.619956988,2.762942593,2.447907207,2.880530005,1.001076664,none,none,1
b[2],max_Anet,(trt)15,beta,0.255120228,0.138845409,0.162621736,0.344225025,-0.010733587,0.537442702,1.000301183,none,none,0.98
b[3],max_Anet,(trt)20,beta,0.55034323,0.127553775,0.464223379,0.630135986,0.31627237,0.818327215,1.000720476,none,none,1
b[4],max_Anet,(trt)25,beta,0.544898404,0.128666338,0.458874259,0.626724301,0.303121813,0.809025089,1.001079463,none,none,1
b[5],max_Anet,(trt)30,beta,0.478225289,0.128836003,0.39234171,0.56016226,0.239627014,0.743531518,1.00054504,none,none,1
b[6],max_Anet,(geno)2,beta,0.08787382,0.148846099,-0.00930127,0.184349605,-0.204784851,0.383147232,1.000731437,none,none,0.65
b[7],max_Anet,(geno)5,beta,0.13135174,0.150404202,0.034173561,0.228501294,-0.168353437,0.424156218,1.000557505,none,none,0.72
b[8],max_Anet,(trt)15:(geno)2,beta,0.043370025,0.187221366,-0.079597527,0.166828824,-0.325014227,0.412502172,1.000098519,none,none,0.56
b[9],max_Anet,(trt)20:(geno)2,beta,-0.12885287,0.176162481,-0.244669792,-0.015862889,-0.47921189,0.216436477,1.000437785,none,none,0.69
b[10],max_Anet,(trt)25:(geno)2,beta,-0.058183876,0.174344572,-0.174143422,0.057297884,-0.401394723,0.287720356,1.000919155,none,none,0.58
b[11],max_Anet,(trt)30:(geno)2,beta,-0.042467602,0.176355749,-0.160292007,0.074586315,-0.38821843,0.305878007,1.00059191,none,none,0.56
b[12],max_Anet,(trt)15:(geno)5,beta,-0.02193076,0.189257372,-0.147973089,0.102162201,-0.385996849,0.359164051,1.000536931,none,none,0.52
b[13],max_Anet,(trt)20:(geno)5,beta,-0.184899251,0.178194102,-0.300914252,-0.066688444,-0.531616831,0.166336888,1.000386358,none,none,0.76
b[14],max_Anet,(trt)25:(geno)5,beta,-0.050446483,0.175289585,-0.16492587,0.064397198,-0.395265811,0.296458248,1.000668372,none,none,0.57
b[15],max_Anet,(trt)30:(geno)5,beta,0.004031195,0.175463048,-0.111289639,0.118534412,-0.340765558,0.353455659,1.00051749,none,none,0.51
G_E[1],max_Anet,no_descr,G11[R]-G2[R],1.018955898,2.331466305,-0.536021189,2.582628882,-3.550619169,5.644001103,0.999949874,none,none,0.61
G_E[2],max_Anet,no_descr,G11[R]-G5,1.323126581,2.336763571,-0.247616352,2.87406203,-3.251712098,5.913106207,0.999843927,none,none,0.65
G_E[3],max_Anet,no_descr,G2[R]-G5,0.304170683,2.347094749,-1.257772597,1.869808471,-4.307890875,4.962587101,0.999909171,none,none,0.54
T_E[1],max_Anet,no_descr,trt_effect,0.457146788,0.115229612,0.378186066,0.527876698,0.251949638,0.702258011,1.000809157,none,none,1
I_E[1],max_Anet,no_descr,int_effect,-0.054922453,0.137334933,-0.141985569,0.037272976,-0.333513331,0.207992144,1.000735746,none,none,0.62
Y[1],max_Anet,no_descr,posterior value,14.77258803,1.591811877,13.7351328,15.84640394,11.56412007,17.82371734,1.000925228,G11,10,1
Y[2],max_Anet,no_descr,posterior value,19.02153314,1.612984109,17.94732062,20.12317345,15.78840099,22.1090464,1.000127757,G11,15,1
Y[3],max_Anet,no_descr,posterior value,25.51457101,1.650808447,24.4125965,26.62235747,22.20259848,28.69619188,0.999862872,G11,20,1
Y[4],max_Anet,no_descr,posterior value,25.37830255,1.675119481,24.28835757,26.4995298,22.00180585,28.59095675,1.000035997,G11,25,1
Y[5],max_Anet,no_descr,posterior value,23.746089,1.635644336,22.65419065,24.86239018,20.49406261,26.87743103,1.00017221,G11,Sat'd,1
Y[6],max_Anet,no_descr,posterior value,16.11387298,1.592278194,15.08676894,17.19675504,12.90191782,19.18234026,1.000091587,G2,10,1
Y[7],max_Anet,no_descr,posterior value,21.67257535,1.636433222,20.58044824,22.7879067,18.35945963,24.82981491,1.000094518,G2,15,1
Y[8],max_Anet,no_descr,posterior value,24.49561511,1.662847749,23.42249569,25.60238523,21.07897052,27.6563112,0.999973128,G2,20,1
Y[9],max_Anet,no_descr,posterior value,26.13757618,1.641627854,25.06382557,27.23034086,22.83448314,29.31399201,1.000072881,G2,25,1
Y[10],max_Anet,no_descr,posterior value,24.84449244,1.641357698,23.76548601,25.96745009,21.54904563,27.93060854,0.999989416,G2,Sat'd,1
Y[11],max_Anet,no_descr,posterior value,16.83529774,1.711494349,15.72049398,18.00895426,13.30487713,20.02800943,1.000391856,G5,10,1
Y[12],max_Anet,no_descr,posterior value,21.21087031,1.677006403,20.12545093,22.34771649,17.82792313,24.37164206,0.999994349,G5,15,1
Y[13],max_Anet,no_descr,posterior value,24.19144443,1.668204533,23.10713475,25.31623886,20.77991601,27.3904241,0.999881496,G5,20,1
Y[14],max_Anet,no_descr,posterior value,27.50598861,1.644980241,26.43033085,28.61340442,24.17329069,30.64748522,1.000001078,G5,25,1
Y[15],max_Anet,no_descr,posterior value,27.17487094,1.663535288,26.06865688,28.30140975,23.81921675,30.37168906,0.999874972,G5,Sat'd,1
b[1],max_gs,(Intercept),beta,-2.045889032,0.088127373,-2.101529835,-1.984185321,-2.236356889,-1.890354057,1.001331873,none,none,1
b[2],max_gs,(trt)15,beta,0.03391238,0.124191355,-0.049019202,0.116025451,-0.208886766,0.279258956,1.000917217,none,none,0.57
b[3],max_gs,(trt)20,beta,0.217289291,0.111855275,0.142363461,0.290125772,0.002405172,0.443682903,1.000770555,none,none,1
b[4],max_gs,(trt)25,beta,0.30686833,0.109000212,0.233555429,0.376533418,0.098960165,0.528430736,1.001107019,none,none,1
b[5],max_gs,(trt)30,beta,0.28882764,0.110029318,0.214498183,0.360956062,0.078911835,0.509464477,1.000543654,none,none,1
b[6],max_gs,(geno)2,beta,-0.300372571,0.150651186,-0.395349037,-0.199058322,-0.61076521,-0.018030272,1.001016712,none,none,1
b[7],max_gs,(geno)5,beta,-0.309764594,0.148078873,-0.403706891,-0.210610457,-0.616824445,-0.029346436,1.00054968,none,none,1
b[8],max_gs,(trt)15:(geno)2,beta,0.239109698,0.195820814,0.106996071,0.367127422,-0.137452638,0.628486105,1.000807848,none,none,0.82
b[9],max_gs,(trt)20:(geno)2,beta,0.23365219,0.181829412,0.11156759,0.352583476,-0.119320116,0.599812204,1.000829789,none,none,0.83
b[10],max_gs,(trt)25:(geno)2,beta,0.300152557,0.17591817,0.181659041,0.414525096,-0.036893941,0.655761883,1.00135678,none,none,0.95
b[11],max_gs,(trt)30:(geno)2,beta,0.208494583,0.179648792,0.087740617,0.325813951,-0.139223041,0.563879355,1.000307882,none,none,0.8
b[12],max_gs,(trt)15:(geno)5,beta,0.187005682,0.197153901,0.056527025,0.316063932,-0.201732723,0.579315832,1.000462285,none,none,0.74
b[13],max_gs,(trt)20:(geno)5,beta,0.180416959,0.181169365,0.059127578,0.297071776,-0.168281403,0.543567312,1.00019043,none,none,0.76
b[14],max_gs,(trt)25:(geno)5,beta,0.274682779,0.175424011,0.157049216,0.386450696,-0.06182693,0.630702492,1.00065462,none,none,0.91
b[15],max_gs,(trt)30:(geno)5,beta,0.259177026,0.176919007,0.139349172,0.373276446,-0.077206736,0.615162809,1.000325798,none,none,0.89
G_E[1],max_gs,no_descr,G11[R]-G2[R],0.010320953,0.016132394,-0.000361575,0.021008024,-0.021089989,0.042092114,0.999949787,none,none,0.67
G_E[2],max_gs,no_descr,G11[R]-G5,0.019425892,0.015960738,0.008732667,0.029955375,-0.012278508,0.050584846,1.000053431,none,none,0.8
G_E[3],max_gs,no_descr,G2[R]-G5,0.009104939,0.016259115,-0.001671569,0.019921141,-0.023018355,0.041235497,0.999914396,none,none,0.64
T_E[1],max_gs,no_descr,trt_effect,0.21172441,0.094622265,0.145598164,0.272279937,0.04132746,0.41204108,1.001230155,none,none,1
I_E[1],max_gs,no_descr,int_effect,0.235336434,0.129568486,0.152434864,0.320939429,-0.022972808,0.490434468,1.001109117,none,none,0.96
Y[1],max_gs,no_descr,posterior value,0.129762127,0.011256319,0.122269233,0.137492581,0.106847052,0.15101833,1.00133609,G11,10,1
Y[2],max_gs,no_descr,posterior value,0.134233785,0.011605654,0.126629496,0.142032618,0.111049111,0.156914013,0.999958876,G11,15,1
Y[3],max_gs,no_descr,posterior value,0.161041196,0.011325085,0.153605888,0.16870588,0.13816506,0.182777066,0.999962931,G11,20,1
Y[4],max_gs,no_descr,posterior value,0.176063355,0.011377959,0.168586542,0.183724781,0.15330341,0.197917455,0.999899591,G11,25,1
Y[5],max_gs,no_descr,posterior value,0.172940614,0.011543079,0.165430932,0.180735976,0.149421867,0.195109039,0.999998941,G11,Sat'd,1
Y[6],max_gs,no_descr,posterior value,0.096434495,0.011489873,0.08919061,0.104087303,0.072663999,0.118122518,1.000045177,G2,10,1
Y[7],max_gs,no_descr,posterior value,0.126281533,0.01118991,0.1188805,0.133808948,0.10394642,0.147956482,0.999859313,G2,15,1
Y[8],max_gs,no_descr,posterior value,0.150720243,0.011560576,0.143066135,0.158635038,0.127239878,0.17285776,0.999862669,G2,20,1
Y[9],max_gs,no_descr,posterior value,0.176037019,0.011566569,0.168465692,0.183846929,0.15288684,0.198443831,1.000305454,G2,25,1
Y[10],max_gs,no_descr,posterior value,0.157834092,0.011572025,0.150265319,0.165544786,0.134446122,0.180046675,0.999932666,G2,Sat'd,1
Y[11],max_gs,no_descr,posterior value,0.0955137,0.011237824,0.088297473,0.103179016,0.072614283,0.116647554,1.000116266,G5,10,1
Y[12],max_gs,no_descr,posterior value,0.118840205,0.011439114,0.111401404,0.126620711,0.095652751,0.14039215,0.999911648,G5,15,1
Y[13],max_gs,no_descr,posterior value,0.141615304,0.011422379,0.134104637,0.149358457,0.118478316,0.163303243,1.000089157,G5,20,1
Y[14],max_gs,no_descr,posterior value,0.170023299,0.011432093,0.162234688,0.177878203,0.147619134,0.192069773,0.99998162,G5,25,1
Y[15],max_gs,no_descr,posterior value,0.164446767,0.011507673,0.156902437,0.172149937,0.141177507,0.186610817,0.999950698,G5,Sat'd,1
b[1],max_fv,(Intercept),beta,-0.26406774,0.003042514,-0.266142277,-0.262018922,-0.270001826,-0.258100561,1.000030651,none,none,1
b[2],max_fv,(trt)15,beta,0.004725688,0.004325748,0.001832347,0.007713041,-0.003865757,0.013101772,1.000062689,none,none,0.77
b[3],max_fv,(trt)20,beta,0.006024108,0.004289974,0.003138487,0.008922664,-0.002477639,0.014393202,1.000113395,none,none,0.85
b[4],max_fv,(trt)25,beta,0.008820885,0.004251641,0.005953406,0.011674133,0.000546149,0.017132858,0.999903247,none,none,1
b[5],max_fv,(trt)30,beta,-0.00493504,0.004301768,-0.007832156,-0.002047783,-0.013471405,0.003479965,0.999982139,none,none,0.79
b[6],max_fv,(geno)2,beta,-0.005273181,0.004357815,-0.008157826,-0.002348707,-0.013983513,0.003169365,0.999906097,none,none,0.82
b[7],max_fv,(geno)5,beta,0.007224081,0.004277183,0.004393169,0.01009419,-0.001352817,0.015533941,1.000327068,none,none,0.92
b[8],max_fv,(trt)15:(geno)2,beta,0.001743502,0.006080527,-0.002347675,0.00582881,-0.010088337,0.013618514,0.999966846,none,none,0.57
b[9],max_fv,(trt)20:(geno)2,beta,0.001607009,0.00613622,-0.002551768,0.005628328,-0.01020927,0.013988648,0.99989795,none,none,0.58
b[10],max_fv,(trt)25:(geno)2,beta,0.001357512,0.006045483,-0.002669718,0.005382476,-0.010525241,0.013396412,0.999863901,none,none,0.56
b[11],max_fv,(trt)30:(geno)2,beta,0.013285086,0.006136722,0.009186257,0.017366709,0.001414415,0.025454322,1.000015275,none,none,1
b[12],max_fv,(trt)15:(geno)5,beta,0.001090641,0.006064121,-0.003001666,0.005229207,-0.010777017,0.012989377,1.000142102,none,none,0.55
b[13],max_fv,(trt)20:(geno)5,beta,0.003832618,0.005973539,-0.000180233,0.007758829,-0.00774335,0.016037762,1.000495866,none,none,0.67
b[14],max_fv,(trt)25:(geno)5,beta,0.002457972,0.005974143,-0.001592904,0.006444564,-0.009248075,0.014536886,1.000218198,none,none,0.61
b[15],max_fv,(trt)30:(geno)5,beta,0.011143468,0.0060298,0.007160075,0.015182164,-0.000695649,0.022967025,1.000186784,none,none,0.97
G_E[1],max_fv,no_descr,G11[R]-G2[R],0.002827159,0.003275539,0.000640236,0.005057025,-0.003611399,0.009246199,0.999828053,none,none,0.72
G_E[2],max_fv,no_descr,G11[R]-G5,-0.008589355,0.003281507,-0.010759997,-0.006423782,-0.015056046,-0.002089746,1.000076718,none,none,1
G_E[3],max_fv,no_descr,G2[R]-G5,-0.011416514,0.003283837,-0.013657637,-0.009179517,-0.017830339,-0.004959685,0.999968797,none,none,1
T_E[1],max_fv,no_descr,trt_effect,0.00365891,0.003400445,0.001364556,0.005954098,-0.00305438,0.01020348,1.00007575,none,none,0.77
I_E[1],max_fv,no_descr,int_effect,0.004564726,0.004145545,0.001762933,0.007280045,-0.00349076,0.012705882,1.00018722,none,none,0.78
Y[1],max_fv,no_descr,posterior value,0.767925073,0.002336557,0.766330089,0.769496463,0.763378101,0.772517543,1.000029672,G11,10,1
Y[2],max_fv,no_descr,posterior value,0.771562662,0.002356326,0.769994537,0.773115497,0.766919206,0.776193788,0.999918242,G11,15,1
Y[3],max_fv,no_descr,posterior value,0.772565041,0.002331678,0.771019567,0.774103747,0.767975486,0.777146047,1.000027376,G11,20,1
Y[4],max_fv,no_descr,posterior value,0.774728721,0.002326105,0.773164936,0.776295174,0.770175176,0.779299682,0.999828231,G11,25,1
Y[5],max_fv,no_descr,posterior value,0.764144696,0.002334266,0.76259245,0.765699158,0.75951409,0.768743912,0.999898267,G11,Sat'd,1
Y[6],max_fv,no_descr,posterior value,0.763886465,0.00237039,0.762322223,0.765454003,0.759243854,0.768500949,0.999842056,G2,10,1
Y[7],max_fv,no_descr,posterior value,0.76884405,0.002333632,0.767298199,0.770427566,0.764234736,0.77347722,0.999850534,G2,15,1
Y[8],max_fv,no_descr,posterior value,0.769737882,0.002326872,0.768183742,0.771286877,0.765231121,0.774351797,0.999935749,G2,20,1
Y[9],max_fv,no_descr,posterior value,0.771701106,0.00232816,0.770162841,0.773273792,0.767032861,0.776292027,0.999961973,G2,25,1
Y[10],max_fv,no_descr,posterior value,0.770291431,0.002316261,0.768745159,0.771839971,0.765727677,0.774829534,1.000106405,G2,Sat'd,1
Y[11],max_fv,no_descr,posterior value,0.773492602,0.002316678,0.771937509,0.775064915,0.768920442,0.778048406,1.000134519,G5,10,1
Y[12],max_fv,no_descr,posterior value,0.778004627,0.002340017,0.776427056,0.779583956,0.773450175,0.782603395,0.99999712,G5,15,1
Y[13],max_fv,no_descr,posterior value,0.781154396,0.0023369,0.779621572,0.782735432,0.776494788,0.785707599,0.999936905,G5,20,1
Y[14],max_fv,no_descr,posterior value,0.782266083,0.002337757,0.780698482,0.783841542,0.777649645,0.786860576,1.000004092,G5,25,1
Y[15],max_fv,no_descr,posterior value,0.778309758,0.002346218,0.776743175,0.77987359,0.773645974,0.782903773,0.999842014,G5,Sat'd,1
b[1],max_WUEi,(Intercept),beta,5.330632123,0.038288695,5.305560898,5.356974451,5.251841627,5.401692651,1.000244964,none,none,1
b[2],max_WUEi,(trt)15,beta,0.033326382,0.053107849,-0.001603536,0.068439698,-0.072699064,0.137978293,0.999984216,none,none,0.65
b[3],max_WUEi,(trt)20,beta,-0.122275688,0.057228406,-0.161037576,-0.084215998,-0.234221441,-0.010070785,1.000036441,none,none,1
b[4],max_WUEi,(trt)25,beta,-0.076315371,0.055440214,-0.113275345,-0.039234493,-0.185175994,0.031250996,0.999940384,none,none,0.86
b[5],max_WUEi,(trt)30,beta,-0.159003955,0.058730449,-0.197665707,-0.119215903,-0.276644806,-0.04497288,0.999968693,none,none,1
b[6],max_WUEi,(geno)2,beta,0.115840383,0.051540808,0.081276563,0.150059339,0.015022088,0.218513291,1.000286535,none,none,1
b[7],max_WUEi,(geno)5,beta,0.096600195,0.051432162,0.062014122,0.13099151,-0.003149198,0.198278444,1.000292159,none,none,0.98
b[8],max_WUEi,(trt)15:(geno)2,beta,-0.067006243,0.072467264,-0.115098511,-0.018647689,-0.211027784,0.076197293,1.000229028,none,none,0.73
b[9],max_WUEi,(trt)20:(geno)2,beta,0.050272177,0.075649025,0.000160304,0.101585737,-0.098907517,0.19902194,1.000165347,none,none,0.67
b[10],max_WUEi,(trt)25:(geno)2,beta,-0.03535858,0.075180998,-0.085920818,0.014368911,-0.183002479,0.113378495,1.000071635,none,none,0.62
b[11],max_WUEi,(trt)30:(geno)2,beta,0.015259867,0.078133597,-0.036691308,0.066317123,-0.139118609,0.171285882,1.000267989,none,none,0.55
b[12],max_WUEi,(trt)15:(geno)5,beta,-0.047066474,0.07265448,-0.095075339,0.001466304,-0.190436277,0.096712521,0.999941094,none,none,0.66
b[13],max_WUEi,(trt)20:(geno)5,beta,0.019298498,0.077599036,-0.032011956,0.072387462,-0.133496453,0.171068074,0.999945787,none,none,0.56
b[14],max_WUEi,(trt)25:(geno)5,beta,0.005568165,0.075133201,-0.044682639,0.055938776,-0.143297338,0.153854308,1.000092827,none,none,0.52
b[15],max_WUEi,(trt)30:(geno)5,beta,0.047739897,0.078485533,-0.004764344,0.099588878,-0.107176739,0.203041,1.000018416,none,none,0.65
G_E[1],max_WUEi,no_descr,G11[R]-G2[R],-33.00630115,10.938641,-40.42918597,-25.6502914,-54.48147726,-11.55066673,0.999909783,none,none,1
G_E[2],max_WUEi,no_descr,G11[R]-G5,-22.44473072,11.03613607,-29.9444948,-15.05011441,-43.77750809,-0.909966235,0.999891295,none,none,1
G_E[3],max_WUEi,no_descr,G2[R]-G5,10.56157042,11.0239495,3.178335674,17.82604539,-11.44683944,32.07511188,1.000025239,none,none,0.74
T_E[1],max_WUEi,no_descr,trt_effect,-0.081067158,0.043424746,-0.11064058,-0.052489746,-0.163783775,0.00768738,1.000062528,none,none,0.96
I_E[1],max_WUEi,no_descr,int_effect,-0.001411587,0.051708981,-0.035697067,0.033210192,-0.10577127,0.09905543,1.000206445,none,none,0.52
Y[1],max_WUEi,no_descr,posterior value,206.7196426,7.892149171,201.4539658,212.0823094,190.9175438,221.7814973,1.000243099,G11,10,1
Y[2],max_WUEi,no_descr,posterior value,213.7155227,7.908851804,208.4583583,219.0330151,197.6719691,228.9457214,0.999977385,G11,15,1
Y[3],max_WUEi,no_descr,posterior value,182.9578636,7.746097328,177.7828869,188.1404713,167.5876183,198.1419481,0.999817544,G11,20,1
Y[4],max_WUEi,no_descr,posterior value,191.5486069,7.76381899,186.3567573,196.791633,176.2172808,206.4742712,0.999841814,G11,25,1
Y[5],max_WUEi,no_descr,posterior value,176.3765509,7.838360721,171.205122,181.5871177,160.6316741,191.3900554,0.999885929,G11,Sat'd,1
Y[6],max_WUEi,no_descr,posterior value,232.0728523,7.884958431,226.8867307,237.3765614,216.4636732,247.6331693,0.999998257,G2,10,1
Y[7],max_WUEi,no_descr,posterior value,224.3932124,7.805118172,219.2354757,229.6679483,208.7316637,239.4947815,1.000014972,G2,15,1
Y[8],max_WUEi,no_descr,posterior value,215.9641647,7.736421733,210.816087,221.13338,200.523273,231.2633523,0.999954069,G2,20,1
Y[9],max_WUEi,no_descr,posterior value,207.5764276,7.758380881,202.4159426,212.7851749,192.1044759,222.581363,1.000033191,G2,25,1
Y[10],max_WUEi,no_descr,posterior value,201.0341268,7.752342454,195.8572215,206.2603424,185.8274168,216.2117634,1.000107931,G2,Sat'd,1
Y[11],max_WUEi,no_descr,posterior value,227.6519803,7.784065874,222.3667229,232.9223788,212.4136952,242.6657466,0.999918637,G5,10,1
Y[12],max_WUEi,no_descr,posterior value,224.5511181,7.834893039,219.4308049,229.7820481,208.7376424,239.8013236,1.000031093,G5,15,1
Y[13],max_WUEi,no_descr,posterior value,205.4025943,7.764137038,200.2135468,210.6472614,189.9522692,220.5109202,0.999966882,G5,20,1
Y[14],max_WUEi,no_descr,posterior value,212.1209838,7.762723524,206.984481,217.2918434,196.5388656,227.2006532,1.000186955,G5,25,1
Y[15],max_WUEi,no_descr,posterior value,203.7136205,7.855679888,198.5503702,209.0721413,187.7262099,218.7475558,0.999840404,G5,Sat'd,1
b[1],uH,(Intercept),beta,21.9046391,0.635813064,21.47106299,22.33122081,20.64180032,23.14278681,1.000278913,none,none,1
b[2],uH,(trt)15,beta,0.092245809,0.848274144,-0.468584698,0.661174357,-1.592846541,1.735075611,1.000139253,none,none,0.52
b[3],uH,(trt)20,beta,5.392368933,0.915051583,4.773352114,6.005164193,3.592987647,7.197240506,0.99998878,none,none,1
b[4],uH,(trt)25,beta,6.330151456,0.947168852,5.689178845,6.980578074,4.473919725,8.182692086,1.000150013,none,none,1
b[5],uH,(trt)30,beta,1.745323637,0.866647168,1.152267163,2.315954282,0.110138066,3.494113065,1.000026981,none,none,1
b[6],uH,(geno)2,beta,8.026256936,0.813170338,7.481947236,8.572277832,6.435962263,9.631575948,0.999972705,none,none,1
b[7],uH,(geno)5,beta,12.03085306,0.891447909,11.41856968,12.62568162,10.32376045,13.81244638,1.000687596,none,none,1
b[8],uH,(trt)15:(geno)2,beta,1.106008325,1.174351914,0.311227,1.880274633,-1.155198072,3.473557065,0.999890773,none,none,0.75
b[9],uH,(trt)20:(geno)2,beta,-0.38127712,1.171146246,-1.148656392,0.387110125,-2.725277778,1.921983259,0.999963434,none,none,0.59
b[10],uH,(trt)25:(geno)2,beta,-0.213390646,1.184754283,-0.986662452,0.581284401,-2.607015024,2.091083375,1.000041509,none,none,0.55
b[11],uH,(trt)30:(geno)2,beta,-0.196941125,1.160228788,-0.954353788,0.572994213,-2.539898902,2.057026248,1.000043755,none,none,0.55
b[12],uH,(trt)15:(geno)5,beta,1.396373489,1.220546631,0.559966609,2.200168201,-0.895103736,3.883237277,1.000208092,none,none,0.81
b[13],uH,(trt)20:(geno)5,beta,-1.38492276,1.256471911,-2.219990021,-0.506481513,-3.95498157,0.925242009,1.000031892,none,none,0.81
b[14],uH,(trt)25:(geno)5,beta,-2.954810146,1.372329748,-3.864573714,-2.000988833,-5.744110057,-0.340731006,1.000110093,none,none,1
b[15],uH,(trt)30:(geno)5,beta,-0.836633575,1.202533709,-1.606891604,-0.021322877,-3.32998324,1.419695381,1.000443594,none,none,0.7
G_E[1],uH,no_descr,G11[R]-G2[R],-7.644979816,0.998723588,-8.314727978,-6.978044125,-9.601796074,-5.67363181,1.000007733,none,none,1
G_E[2],uH,no_descr,G11[R]-G5,-10.6459303,1.01599171,-11.35058641,-9.968167219,-12.62494848,-8.633911391,0.999947053,none,none,1
G_E[3],uH,no_descr,G2[R]-G5,-3.000950483,1.058367725,-3.702771838,-2.300291077,-5.096109987,-0.946431544,0.999953981,none,none,1
T_E[1],uH,no_descr,trt_effect,3.390022459,0.653984844,2.946122571,3.833383759,2.107199395,4.664772444,1.000210132,none,none,1
I_E[1],uH,no_descr,int_effect,-0.433199195,0.691210125,-0.892600101,0.042780714,-1.827410121,0.884382812,1.000274853,none,none,0.67
Y[1],uH,no_descr,posterior value,21.9046391,0.635813064,21.47106299,22.33122081,20.64180032,23.14278681,1.000278913,G11,10,1
